,Roslyn,Rust,Kubernetes
601,1.0,4.0,1.0
602,1.0,1.0,14.0
603,1.0,1.0,6.0
604,1.0,9.0,16.0
605,1.0,3.0,12.0
606,28.0,66.0,1.0
607,1.0,1.0,3.0
608,11.0,6.0,1.0
609,1.0,60.0,4.0
610,4.0,3.0,23.0
611,1.0,5.0,373.0
612,1.0,2.0,1.0
613,5.0,3.0,4.0
614,3.0,17.0,356.0
615,1.0,17.0,2.0
616,14.0,1.0,119.0
617,1.0,1.0,4.0
618,1.0,13.0,5.0
619,1.0,187.0,44.0
620,1.0,5.0,5.0
621,14.0,4.0,36.0
622,56.0,1.0,2.0
623,67.0,1.0,1.0
624,1.0,1.0,78.0
625,1.0,5.0,19.0
626,1.0,4.0,409.0
627,1.0,3.0,433.0
628,37.0,2.0,8.0
629,1.0,2.0,61.0
630,3.0,9.0,3.0
631,6.0,2.0,1.0
632,1.0,2.0,1.0
633,1.0,9.0,29.0
634,54.0,2.0,1.0
635,70.0,13.0,7.0
636,16.0,3.0,23.0
637,92.0,13.0,6.0
638,2.0,3.0,1.0
639,33.0,1.0,6.0
640,12.0,1.0,6.0
641,48.0,1.0,1.0
642,59.0,1.0,1.0
643,11.0,4.0,224.0
644,2.0,5.0,2.0
645,14.0,1.0,1.0
646,1.0,1.0,3.0
647,1.0,2.0,7.0
648,3.0,3.0,3.0
649,6.0,2.0,2.0
650,2.0,12.0,1.0
651,1.0,1.0,52.0
652,1.0,2.0,6.0
653,2.0,3.0,5.0
654,1.0,12.0,35.0
655,1.0,1.0,11.0
656,17.0,9.0,1.0
657,1.0,2.0,52.0
658,1.0,1.0,13.0
659,1.0,25.0,10.0
660,1.0,1.0,29.0
661,1.0,9.0,35.0
662,1.0,1.0,1.0
663,2.0,13.0,7.0
664,3.0,1.0,22.0
665,133.0,2.0,1.0
666,10.0,1.0,192.0
667,14.0,1.0,34.0
668,3.0,1.0,9.0
669,1.0,1.0,5.0
670,4.0,2.0,2.0
671,2.0,3.0,1.0
672,1.0,3.0,41.0
673,2.0,1.0,1490.0
674,4.0,5.0,33.0
675,3.0,1.0,1.0
676,1.0,16.0,1.0
677,1.0,1.0,3.0
678,145.0,15.0,2.0
679,6.0,6.0,1.0
680,1.0,1.0,5.0
681,60.0,38.0,19.0
682,1.0,82.0,3.0
683,10.0,3.0,2.0
684,1.0,1.0,1.0
685,3.0,82.0,1.0
686,4.0,3.0,7.0
687,39.0,1.0,31.0
688,1.0,3.0,4.0
689,1.0,3.0,6.0
690,24.0,1.0,49.0
691,11.0,2.0,1.0
692,3.0,39.0,2.0
693,5.0,22.0,2.0
694,121.0,9.0,41.0
695,193.0,3.0,91.0
696,3.0,2.0,2.0
697,160.0,3.0,4.0
698,34.0,1.0,2.0
699,2.0,2.0,1.0
700,1.0,3.0,9.0
701,5.0,37.0,32.0
702,1.0,4.0,1.0
703,1.0,197.0,2.0
704,27.0,2.0,2.0
705,1.0,22.0,24.0
706,51.0,13.0,2.0
707,1.0,4.0,63.0
708,31.0,1.0,83.0
709,24.0,42.0,1.0
710,14.0,1.0,119.0
711,4.0,1.0,4.0
712,7.0,33.0,1.0
713,57.0,14.0,13.0
714,3.0,232.0,1.0
715,195.0,1.0,1.0
716,20.0,35.0,10.0
717,27.0,1.0,3.0
718,33.0,10.0,3.0
719,81.0,1.0,1.0
720,7.0,1.0,7.0
721,5.0,1.0,16.0
722,26.0,1.0,11.0
723,43.0,30.0,10.0
724,50.0,2.0,3.0
725,10.0,2.0,102.0
726,25.0,2.0,4.0
727,1.0,1.0,85.0
728,9.0,8.0,248.0
729,1.0,89.0,3.0
730,107.0,2.0,3.0
731,2.0,1.0,2.0
732,116.0,1.0,4.0
733,1.0,1.0,56.0
734,61.0,66.0,1.0
735,74.0,4.0,28.0
736,89.0,1.0,11.0
737,18.0,2.0,13.0
738,75.0,10.0,2.0
739,33.0,2.0,1.0
740,32.0,1.0,5.0
741,149.0,1.0,1.0
742,1.0,1.0,21.0
743,1.0,1.0,1.0
744,5.0,2.0,28.0
745,4.0,4.0,15.0
746,5.0,1.0,94.0
747,10.0,132.0,3.0
748,29.0,17.0,3.0
749,10.0,14.0,37.0
750,1.0,7.0,9.0
751,162.0,3.0,1.0
752,29.0,41.0,9.0
753,2.0,3.0,2.0
754,13.0,1.0,1.0
755,139.0,7.0,2.0
756,118.0,5.0,17.0
757,32.0,5.0,25.0
758,7.0,4.0,5.0
759,12.0,3.0,5.0
760,90.0,5.0,74.0
761,7.0,1.0,2.0
762,7.0,1.0,2.0
763,1.0,1.0,35.0
764,1.0,2.0,1.0
765,2.0,2.0,7.0
766,1.0,2.0,2.0
767,52.0,3.0,1.0
768,1.0,27.0,1.0
769,4.0,25.0,1.0
770,97.0,1.0,79.0
771,2.0,1.0,3.0
772,2.0,1.0,16.0
773,2.0,1.0,18.0
774,69.0,2.0,2.0
775,132.0,2.0,1.0
776,1.0,1.0,1.0
777,1.0,2.0,2.0
778,1.0,2.0,5.0
779,2.0,19.0,15.0
780,10.0,2.0,15.0
781,29.0,2.0,4.0
782,1.0,1.0,1.0
783,22.0,1.0,1.0
784,1.0,1.0,1.0
785,59.0,2.0,9.0
786,4.0,1.0,2.0
787,1.0,5.0,4.0
788,1.0,1.0,12.0
789,14.0,1.0,7.0
790,1.0,13.0,3.0
791,1.0,11.0,1.0
792,38.0,1.0,8.0
793,104.0,2.0,3.0
794,1.0,22.0,3.0
795,4.0,1.0,1.0
796,10.0,2.0,1.0
797,1.0,1.0,2.0
798,5.0,1.0,1.0
799,63.0,2.0,1.0
800,3.0,1.0,1.0
801,13.0,7.0,1.0
802,5.0,1.0,1.0
803,2.0,1.0,24.0
804,45.0,1.0,17.0
805,13.0,2.0,3.0
806,1.0,24.0,1.0
807,5.0,1.0,34.0
808,19.0,1.0,28.0
809,81.0,5.0,12.0
810,5.0,2.0,1.0
811,3.0,1.0,2.0
812,90.0,1.0,3.0
813,54.0,56.0,18.0
814,1.0,1.0,59.0
815,1.0,1.0,55.0
816,5.0,20.0,33.0
817,1.0,1.0,18.0
818,7.0,1.0,9.0
819,1.0,14.0,7.0
820,2.0,33.0,38.0
821,15.0,6.0,128.0
822,2.0,1.0,35.0
823,3.0,1.0,9.0
824,3.0,1.0,33.0
825,6.0,3.0,1.0
826,1.0,3.0,4.0
827,1.0,1.0,2.0
828,1.0,1.0,1.0
829,14.0,2.0,4.0
830,2.0,2.0,4.0
831,94.0,1.0,1.0
832,63.0,2.0,4.0
