,Roslyn,Rust,Kubernetes
688,8.0,1.0,10.0
689,20.0,1.0,8.0
690,1.0,4.0,4.0
691,76.0,3.0,1.0
692,16.0,4.0,1.0
693,76.0,1.0,8.0
694,15.0,10.0,25.0
695,3.0,1.0,31.0
696,2.0,1.0,3.0
697,1.0,8.0,53.0
698,1.0,1.0,3.0
699,12.0,1.0,5.0
700,7.0,21.0,9.0
701,1.0,2.0,1.0
702,17.0,1.0,66.0
703,6.0,1.0,51.0
704,21.0,1.0,20.0
705,1.0,6.0,1.0
706,1.0,5.0,12.0
707,1.0,1.0,2.0
708,5.0,2.0,17.0
709,4.0,1.0,4.0
710,3.0,17.0,1.0
711,5.0,21.0,11.0
712,3.0,1.0,25.0
713,13.0,1.0,4.0
714,2.0,2.0,10.0
715,17.0,1.0,42.0
716,30.0,1.0,1.0
717,30.0,1.0,1.0
718,11.0,1.0,3.0
719,3.0,5.0,3.0
720,38.0,41.0,2.0
721,2.0,1.0,56.0
722,4.0,4.0,2.0
723,38.0,1.0,1.0
724,1.0,1.0,1.0
725,8.0,14.0,6.0
726,1.0,2.0,5.0
727,27.0,8.0,8.0
728,4.0,2.0,42.0
729,25.0,2.0,9.0
730,13.0,2.0,7.0
731,2.0,5.0,2.0
732,44.0,2.0,1.0
733,4.0,2.0,2.0
734,1.0,1.0,2.0
735,16.0,2.0,9.0
736,11.0,3.0,16.0
737,1.0,43.0,7.0
738,11.0,4.0,7.0
739,1.0,1.0,1.0
740,1.0,2.0,3.0
741,1.0,4.0,15.0
742,1.0,14.0,8.0
743,1.0,1.0,1.0
744,23.0,3.0,7.0
745,1.0,7.0,19.0
746,1.0,9.0,2.0
747,3.0,1.0,9.0
748,1.0,10.0,4.0
749,1.0,1.0,1.0
750,22.0,22.0,1.0
751,46.0,6.0,4.0
752,2.0,2.0,2.0
753,1.0,1.0,12.0
754,12.0,4.0,30.0
755,1.0,4.0,38.0
756,37.0,7.0,7.0
757,51.0,17.0,19.0
758,39.0,1.0,1.0
759,51.0,1.0,2.0
760,1.0,3.0,14.0
761,10.0,24.0,25.0
762,48.0,6.0,5.0
763,2.0,2.0,22.0
764,8.0,5.0,4.0
765,10.0,1.0,3.0
766,28.0,9.0,26.0
767,1.0,6.0,6.0
768,1.0,10.0,1.0
769,1.0,1.0,2.0
770,41.0,1.0,7.0
771,1.0,1.0,2.0
772,1.0,19.0,8.0
773,1.0,1.0,2.0
774,1.0,1.0,1.0
775,1.0,9.0,9.0
776,13.0,16.0,2.0
777,1.0,8.0,1.0
778,1.0,15.0,1.0
779,23.0,1.0,3.0
780,22.0,3.0,20.0
781,2.0,17.0,101.0
782,3.0,1.0,2.0
783,14.0,3.0,4.0
784,7.0,1.0,1.0
785,4.0,61.0,19.0
786,2.0,1.0,1.0
787,2.0,2.0,4.0
788,21.0,2.0,3.0
789,7.0,32.0,4.0
790,1.0,1.0,2.0
791,79.0,23.0,13.0
792,1.0,3.0,2.0
793,51.0,10.0,3.0
794,66.0,7.0,1.0
795,1.0,1.0,8.0
796,15.0,74.0,2.0
797,24.0,1.0,16.0
798,22.0,26.0,1.0
799,10.0,16.0,2.0
800,65.0,9.0,1.0
801,8.0,48.0,18.0
802,65.0,1.0,13.0
803,24.0,4.0,1.0
804,1.0,5.0,9.0
805,32.0,1.0,11.0
806,5.0,40.0,2.0
807,14.0,2.0,26.0
808,5.0,6.0,9.0
809,25.0,1.0,5.0
810,20.0,2.0,5.0
811,45.0,3.0,185.0
812,53.0,4.0,1.0
813,16.0,2.0,36.0
814,6.0,16.0,2.0
815,4.0,3.0,4.0
816,6.0,21.0,1.0
817,8.0,1.0,34.0
818,34.0,17.0,1.0
819,1.0,3.0,6.0
820,36.0,2.0,2.0
821,7.0,1.0,6.0
822,26.0,1.0,1.0
823,3.0,2.0,87.0
824,1.0,1.0,11.0
825,1.0,48.0,4.0
826,17.0,6.0,1.0
827,1.0,1.0,3.0
828,8.0,1.0,4.0
829,40.0,15.0,29.0
830,1.0,17.0,1.0
831,8.0,6.0,2.0
832,3.0,11.0,37.0
833,1.0,5.0,19.0
834,26.0,1.0,34.0
835,12.0,16.0,19.0
836,1.0,1.0,42.0
837,26.0,21.0,118.0
838,14.0,7.0,1.0
839,7.0,2.0,1.0
840,12.0,10.0,1.0
841,2.0,13.0,13.0
842,2.0,1.0,1.0
843,23.0,1.0,148.0
844,6.0,1.0,17.0
845,2.0,1.0,3.0
846,21.0,1.0,155.0
847,45.0,3.0,231.0
848,2.0,9.0,5.0
849,73.0,29.0,12.0
850,62.0,8.0,8.0
851,60.0,4.0,276.0
852,51.0,1.0,21.0
853,1.0,1.0,18.0
854,4.0,1.0,3.0
855,1.0,1.0,2.0
856,15.0,1.0,3.0
857,3.0,7.0,1.0
858,22.0,1.0,6.0
859,15.0,1.0,6.0
860,83.0,2.0,18.0
861,21.0,1.0,1.0
862,1.0,1.0,12.0
863,7.0,1.0,6.0
864,2.0,1.0,7.0
865,1.0,2.0,16.0
866,11.0,2.0,28.0
867,52.0,1.0,4.0
868,1.0,2.0,2.0
869,16.0,1.0,3.0
870,1.0,12.0,1.0
871,21.0,1.0,47.0
872,11.0,12.0,1.0
873,1.0,7.0,5.0
874,1.0,1.0,3.0
875,29.0,1.0,13.0
876,24.0,2.0,1.0
877,6.0,1.0,1.0
878,20.0,1.0,2.0
879,3.0,1.0,2.0
880,10.0,6.0,2.0
881,16.0,1.0,43.0
882,6.0,1.0,14.0
883,33.0,1.0,2.0
884,33.0,5.0,5.0
885,14.0,1.0,3.0
886,37.0,2.0,23.0
887,40.0,11.0,2.0
888,41.0,6.0,13.0
889,55.0,6.0,1.0
890,20.0,6.0,2.0
891,1.0,1.0,3.0
892,26.0,1.0,1.0
893,7.0,26.0,19.0
894,28.0,1.0,4.0
895,49.0,12.0,3.0
896,10.0,1.0,8.0
897,76.0,10.0,1.0
898,13.0,2.0,5.0
899,1.0,1.0,1.0
900,2.0,1.0,1.0
901,14.0,1.0,2.0
902,21.0,8.0,29.0
903,4.0,8.0,2.0
904,1.0,6.0,22.0
905,27.0,17.0,2.0
906,3.0,6.0,54.0
907,9.0,1.0,1059.0
908,36.0,1.0,1.0
909,2.0,9.0,3.0
910,25.0,27.0,2.0
911,97.0,1.0,29.0
912,3.0,32.0,32.0
913,62.0,2.0,44.0
914,1.0,4.0,1.0
915,22.0,2.0,2.0
916,2.0,1.0,37.0
917,2.0,1.0,2.0
918,57.0,1.0,2.0
919,2.0,5.0,1.0
920,6.0,5.0,9.0
921,19.0,1.0,22.0
922,62.0,2.0,1.0
923,1.0,10.0,1.0
924,1.0,34.0,1.0
925,5.0,1.0,11.0
926,4.0,1.0,19.0
927,12.0,41.0,41.0
928,44.0,2.0,1.0
929,17.0,11.0,1.0
930,1.0,1.0,1.0
931,2.0,2.0,9.0
932,9.0,1.0,4.0
933,1.0,2.0,2.0
934,4.0,1.0,1.0
935,46.0,2.0,1.0
936,16.0,7.0,10.0
937,45.0,1.0,16.0
938,3.0,14.0,13.0
939,3.0,1.0,4.0
940,2.0,1.0,1.0
941,1.0,2.0,2.0
942,9.0,1.0,1.0
943,1.0,3.0,2.0
944,3.0,3.0,2.0
945,27.0,1.0,13.0
946,1.0,8.0,152.0
947,1.0,5.0,27.0
948,1.0,3.0,62.0
949,1.0,1.0,8.0
950,13.0,13.0,1.0
