,Roslyn,Rust,Kubernetes
742,4.0,9.0,9.0
743,4.0,1.0,24.0
744,34.0,1.0,78.0
745,82.0,3.0,1.0
746,9.0,1.0,60.0
747,18.0,1.0,41.0
748,1.0,3.0,1.0
749,12.0,2.0,10.0
750,7.0,1.0,22.0
751,66.0,20.0,1.0
752,71.0,7.0,15.0
753,51.0,48.0,60.0
754,2.0,4.0,1.0
755,26.0,1.0,17.0
756,4.0,1.0,6.0
757,1.0,78.0,9.0
758,1.0,2.0,2.0
759,8.0,4.0,13.0
760,2.0,3.0,8.0
761,27.0,1.0,3.0
762,1.0,2.0,7.0
763,9.0,1.0,3.0
764,82.0,1.0,2.0
765,23.0,29.0,14.0
766,5.0,1.0,1.0
767,106.0,1.0,76.0
768,52.0,3.0,9.0
769,4.0,5.0,6.0
770,3.0,1.0,2.0
771,1.0,14.0,25.0
772,4.0,5.0,1.0
773,120.0,2.0,2.0
774,54.0,1.0,1.0
775,9.0,1.0,24.0
776,1.0,1.0,24.0
777,1.0,4.0,1.0
778,28.0,1.0,32.0
779,8.0,5.0,7.0
780,43.0,2.0,5.0
781,1.0,2.0,22.0
782,28.0,1.0,4.0
783,3.0,1.0,26.0
784,11.0,13.0,4.0
785,69.0,7.0,3.0
786,1.0,1.0,1.0
787,1.0,1.0,67.0
788,1.0,7.0,3.0
789,1.0,1.0,14.0
790,107.0,3.0,1.0
791,3.0,2.0,32.0
792,7.0,5.0,2.0
793,19.0,1.0,6.0
794,1.0,1.0,3.0
795,1.0,1.0,1.0
796,91.0,4.0,1.0
797,1.0,1.0,1.0
798,1.0,4.0,2.0
799,1.0,1.0,1.0
800,16.0,4.0,1.0
801,1.0,4.0,7.0
802,64.0,1.0,1.0
803,46.0,1.0,2.0
804,1.0,1.0,19.0
805,14.0,20.0,3.0
806,101.0,2.0,3.0
807,5.0,4.0,2.0
808,35.0,1.0,2.0
809,1.0,1.0,1.0
810,15.0,1.0,2.0
811,1.0,259.0,2.0
812,113.0,3.0,1.0
813,1.0,1.0,7.0
814,51.0,3.0,1.0
815,1.0,3.0,1.0
816,3.0,1.0,9.0
817,49.0,1.0,1.0
818,4.0,3.0,18.0
819,1.0,88.0,2.0
820,45.0,1.0,6.0
821,1.0,390.0,4.0
822,1.0,2.0,4.0
823,1.0,5.0,1.0
824,27.0,1.0,1.0
825,1.0,2.0,3.0
826,6.0,1.0,33.0
827,9.0,3.0,47.0
828,1.0,2.0,11.0
829,2.0,170.0,1.0
830,7.0,2.0,7.0
831,1.0,1.0,18.0
832,26.0,2.0,5.0
833,1.0,1.0,1.0
834,10.0,2.0,9.0
835,3.0,3.0,2.0
836,1.0,1.0,2.0
837,3.0,12.0,89.0
838,1.0,4.0,3.0
839,11.0,1.0,22.0
840,2.0,1.0,1.0
841,4.0,37.0,3.0
842,4.0,2.0,87.0
843,2.0,1.0,1.0
844,18.0,1.0,59.0
845,1.0,1.0,1.0
846,5.0,2.0,11.0
847,1.0,1.0,95.0
848,85.0,1.0,19.0
849,5.0,2.0,9.0
850,1.0,6.0,1.0
851,3.0,1.0,1.0
852,2.0,4.0,101.0
853,24.0,1.0,3.0
854,1.0,1.0,1.0
855,6.0,1.0,2.0
856,1.0,1.0,1.0
857,14.0,3.0,3.0
858,4.0,3.0,3.0
859,70.0,1.0,5.0
860,1.0,1.0,89.0
861,3.0,1.0,4.0
862,2.0,20.0,1.0
863,1.0,2.0,4.0
